transcriptionid	videoid	Domain	termname	videoname	deptname	deptacronym	CourseNumber	CourseName	SectionName
6ad1ba5c-6f3e-4ca6-b80b-2f7d444e23ef	d0fac423-5932-4bca-9577-be11f43cc970	illinois.edu	Fall 2021	CS241-Lec13-Q08	Computer Science	CS	241	System Programming	AL1
cfcca673-a18d-4f07-9473-13b87f7c5ef5	d0fac423-5932-4bca-9577-be11f43cc970	illinois.edu	Fall 2021	CS241-Lec13-Q08	Computer Science	CS	241	System Programming	AL1
c4e34ebf-4fec-4220-80f0-55bff9d28117	c42e2f59-bfdf-4b5f-b02a-1af50905bcfd	illinois.edu	Fall 2021	CS241-Lec13-Q09	Computer Science	CS	241	System Programming	AL1
ec9f9136-ef01-468d-a61f-2cf227985bb0	c42e2f59-bfdf-4b5f-b02a-1af50905bcfd	illinois.edu	Fall 2021	CS241-Lec13-Q09	Computer Science	CS	241	System Programming	AL1
f2346ed4-1e17-412e-91f1-e269250987e5	ed2f8480-b0b0-4337-9c88-34e6f4533ac9	illinois.edu	Fall 2021	CS241-Lec14-Q01	Computer Science	CS	241	System Programming	AL1
1df72ccf-c3d4-4939-945b-2a60fbbe7490	f956f35b-93a8-41c2-ac85-22e020a887ac	illinois.edu	Fall 2021	CS241-Lec14-Q02	Computer Science	CS	241	System Programming	AL1
48c308bd-22a2-405e-9437-75a1df1794fe	d4327564-29b6-4be8-aff0-3972383be72d	illinois.edu	Fall 2021	CS241-Lec14-Q03	Computer Science	CS	241	System Programming	AL1
868deb37-9bd1-4419-a9ac-e164d0b078da	3c91a533-b27d-41a4-b488-05fee285ce7c	illinois.edu	Fall 2021	CS241-Lec14-Q04	Computer Science	CS	241	System Programming	AL1
f408b26e-902c-44c9-aebc-45aaeebcf5ae	3c91a533-b27d-41a4-b488-05fee285ce7c	illinois.edu	Fall 2021	CS241-Lec14-Q04	Computer Science	CS	241	System Programming	AL1
a73bb722-a006-40e7-ba5b-1402cd135b37	465e0658-af49-4e55-bce0-9959002af3cf	illinois.edu	Fall 2021	CS241-Lec14-Q05	Computer Science	CS	241	System Programming	AL1
b681599f-1223-4f55-aca4-e57ac7b4b6cd	465e0658-af49-4e55-bce0-9959002af3cf	illinois.edu	Fall 2021	CS241-Lec14-Q05	Computer Science	CS	241	System Programming	AL1
da7958fa-52cd-4d05-93a6-42c5aaca70a7	465e0658-af49-4e55-bce0-9959002af3cf	illinois.edu	Fall 2021	CS241-Lec14-Q05	Computer Science	CS	241	System Programming	AL1
798dfc68-4c27-4294-b5d2-be44d2f85516	0c07701f-a2eb-4738-b415-e272c29ee336	illinois.edu	Fall 2021	CS241-Lec14-Q06	Computer Science	CS	241	System Programming	AL1
88501418-1340-4019-a4ff-c20714a0f3a3	0c07701f-a2eb-4738-b415-e272c29ee336	illinois.edu	Fall 2021	CS241-Lec14-Q06	Computer Science	CS	241	System Programming	AL1
6c7e145f-442c-430a-a17d-cd3630fbce96	ef5433ce-e682-4349-b0eb-34816e1d3bae	illinois.edu	Fall 2021	CS241-Lec14-Q07	Computer Science	CS	241	System Programming	AL1
c13af5c8-7804-4b6a-ab8f-1f0d32ac4c29	ef5433ce-e682-4349-b0eb-34816e1d3bae	illinois.edu	Fall 2021	CS241-Lec14-Q07	Computer Science	CS	241	System Programming	AL1
baa2188b-1097-4e5f-9fed-2ae8b4b6eff9	a38b8bdf-6621-456f-b277-a516fc8bb58e	illinois.edu	Fall 2021	CS241-Lec14-Q08	Computer Science	CS	241	System Programming	AL1
d8c34ce3-8698-443a-b044-40b8ce707888	fbe48bca-5211-4361-a1c3-cef1e2db25af	illinois.edu	Fall 2021	CS241-Lec14-Q09	Computer Science	CS	241	System Programming	AL1
55fa9033-494f-4ca8-a264-154a981f06db	12d5b460-633d-4d2a-b5c1-3ad4d2e0b677	illinois.edu	Fall 2021	CS241-Lec15-Q01	Computer Science	CS	241	System Programming	AL1
61453fb7-76f6-42de-af02-8ed2d4f71215	12d5b460-633d-4d2a-b5c1-3ad4d2e0b677	illinois.edu	Fall 2021	CS241-Lec15-Q01	Computer Science	CS	241	System Programming	AL1
068de9f9-f0f5-4140-8da8-7ba0ac3aa5c3	68fa98ee-c94b-4af6-a2cb-2bfa446f281d	illinois.edu	Fall 2021	CS241-Lec15-Q02	Computer Science	CS	241	System Programming	AL1
63c96359-6c89-428d-852a-7c248b099e76	68fa98ee-c94b-4af6-a2cb-2bfa446f281d	illinois.edu	Fall 2021	CS241-Lec15-Q02	Computer Science	CS	241	System Programming	AL1
079e15d0-be66-4f0c-a3b4-bb9079ea8eea	425d2bec-4f97-457f-954c-1d757fe7a28c	illinois.edu	Fall 2021	CS241-Lec15-Q03	Computer Science	CS	241	System Programming	AL1
5bb6f1ea-9851-43e7-b3bf-5bfeffd7154b	425d2bec-4f97-457f-954c-1d757fe7a28c	illinois.edu	Fall 2021	CS241-Lec15-Q03	Computer Science	CS	241	System Programming	AL1
160c1e41-f1c4-4ca1-9264-636d986cb0a1	2de1c633-7ecc-4c20-b29f-81096c568dcd	illinois.edu	Fall 2021	CS241-Lec15-Q04	Computer Science	CS	241	System Programming	AL1
37ef3efe-3f33-4f02-bfee-552b68beac1b	2de1c633-7ecc-4c20-b29f-81096c568dcd	illinois.edu	Fall 2021	CS241-Lec15-Q04	Computer Science	CS	241	System Programming	AL1
682ea22a-c797-434b-a768-f7e9a7769709	2de1c633-7ecc-4c20-b29f-81096c568dcd	illinois.edu	Fall 2021	CS241-Lec15-Q04	Computer Science	CS	241	System Programming	AL1
9bcf92f3-7cc1-4972-b0d0-3a9e468673ac	2de1c633-7ecc-4c20-b29f-81096c568dcd	illinois.edu	Fall 2021	CS241-Lec15-Q04	Computer Science	CS	241	System Programming	AL1
412638bd-03f0-44d0-a48b-5c8f0bee64e9	db6de850-7f4f-4f00-bf97-5f87eb466d29	illinois.edu	Fall 2021	CS241-Lec15-Q05	Computer Science	CS	241	System Programming	AL1
58573a34-c75c-46eb-b5bd-bbab29133044	db6de850-7f4f-4f00-bf97-5f87eb466d29	illinois.edu	Fall 2021	CS241-Lec15-Q05	Computer Science	CS	241	System Programming	AL1
b1bf66a1-ea03-4335-9e48-bb67d4fa15c4	db6de850-7f4f-4f00-bf97-5f87eb466d29	illinois.edu	Fall 2021	CS241-Lec15-Q05	Computer Science	CS	241	System Programming	AL1
b5ea7528-8405-4e88-a7ac-592f6f45187e	db6de850-7f4f-4f00-bf97-5f87eb466d29	illinois.edu	Fall 2021	CS241-Lec15-Q05	Computer Science	CS	241	System Programming	AL1
5b5cb5f1-f7e4-4e34-b21a-4b055a2c2121	4eeec198-ad6e-4fee-8693-fa3576cb2886	illinois.edu	Fall 2021	CS241-Lec15-Q06	Computer Science	CS	241	System Programming	AL1
6a97b6f9-a183-4a53-8a5f-cdbbe85f0246	4eeec198-ad6e-4fee-8693-fa3576cb2886	illinois.edu	Fall 2021	CS241-Lec15-Q06	Computer Science	CS	241	System Programming	AL1
b7e78c27-5093-42e5-8da7-8089c57ac6a2	4eeec198-ad6e-4fee-8693-fa3576cb2886	illinois.edu	Fall 2021	CS241-Lec15-Q06	Computer Science	CS	241	System Programming	AL1
04829254-3696-4583-a42b-bd35a938c624	3bc3e1ce-50a6-400e-a754-49a154bca019	illinois.edu	Fall 2021	CS241-Lec16-Q01	Computer Science	CS	241	System Programming	AL1
93398f4a-2825-4434-b33c-6fcac2f37ef7	ff3fb505-0287-4781-b45b-f16420a5d926	illinois.edu	Fall 2021	CS241-Lec16-Q02	Computer Science	CS	241	System Programming	AL1
f95595a2-cfee-4a7b-942b-a5818fd21a55	72f45457-25e2-4c36-bfaf-e5a1a255de87	illinois.edu	Fall 2021	CS241-Lec17-Q01	Computer Science	CS	241	System Programming	AL1
8ec6e5c8-eddb-435b-b7b7-0caa4b4d8ee2	50a33dc9-3e6b-4843-af46-400f54958e71	illinois.edu	Fall 2021	CS241-Lec17-Q02	Computer Science	CS	241	System Programming	AL1
2a7b5c6d-c236-498b-8c94-c4baac66feaf	189d8d6a-9f93-4adf-acb7-ccb2f4ad19d3	illinois.edu	Fall 2021	CS241-Lec17-Q03	Computer Science	CS	241	System Programming	AL1
4be923cb-0fb1-4a38-b904-ceb8ff09755a	0c669a32-a61e-437e-9a1f-e09a4e611f0f	illinois.edu	Fall 2021	CS241-Lec17-Q04	Computer Science	CS	241	System Programming	AL1
82fd59dc-808f-40f4-a0bc-0ccf6eb76e78	71f83440-9e29-4c8a-94b0-9abc1d23649f	illinois.edu	Fall 2021	CS241-Lec17-Q05	Computer Science	CS	241	System Programming	AL1
48e97dd2-4492-4527-bff9-3e3f957a074b	811242f6-4aeb-4d1e-bc58-701641d80e7a	illinois.edu	Fall 2021	CS241-Lec17-Q06	Computer Science	CS	241	System Programming	AL1
4d5925fd-fc64-487b-b53e-6798ef089553	811242f6-4aeb-4d1e-bc58-701641d80e7a	illinois.edu	Fall 2021	CS241-Lec17-Q06	Computer Science	CS	241	System Programming	AL1
7ac12ebd-eeca-427e-b522-533d531029fe	811242f6-4aeb-4d1e-bc58-701641d80e7a	illinois.edu	Fall 2021	CS241-Lec17-Q06	Computer Science	CS	241	System Programming	AL1
1a077e0a-fca4-4696-851e-cc0eb3ca149a	c69f9206-f85f-4e33-892c-e6160748d971	illinois.edu	Fall 2021	CS241-Lec18-Q01	Computer Science	CS	241	System Programming	AL1
2c152286-12d9-400e-b4c2-112b9e4363b8	c69f9206-f85f-4e33-892c-e6160748d971	illinois.edu	Fall 2021	CS241-Lec18-Q01	Computer Science	CS	241	System Programming	AL1
5b77189f-df50-45bc-b543-3bf5cac262c7	c69f9206-f85f-4e33-892c-e6160748d971	illinois.edu	Fall 2021	CS241-Lec18-Q01	Computer Science	CS	241	System Programming	AL1
6ef72e70-e1b3-473d-81a7-3cc5382fd319	c69f9206-f85f-4e33-892c-e6160748d971	illinois.edu	Fall 2021	CS241-Lec18-Q01	Computer Science	CS	241	System Programming	AL1
7658b353-3414-4c11-9255-12292da9d7ba	c69f9206-f85f-4e33-892c-e6160748d971	illinois.edu	Fall 2021	CS241-Lec18-Q01	Computer Science	CS	241	System Programming	AL1
7cb549de-5e2f-4603-9476-b2dbb7093333	c69f9206-f85f-4e33-892c-e6160748d971	illinois.edu	Fall 2021	CS241-Lec18-Q01	Computer Science	CS	241	System Programming	AL1
025c4079-6f2d-496a-bc87-51d078e15f66	525be7b4-9d7c-4d9d-8530-6b670362e986	illinois.edu	Fall 2021	CS241-Lec18-Q02	Computer Science	CS	241	System Programming	AL1
27f7e6d9-2a1f-419b-b0c5-3ad8dc4064d3	525be7b4-9d7c-4d9d-8530-6b670362e986	illinois.edu	Fall 2021	CS241-Lec18-Q02	Computer Science	CS	241	System Programming	AL1
37ee433b-e79d-4957-9dbc-0d62b0785dbd	525be7b4-9d7c-4d9d-8530-6b670362e986	illinois.edu	Fall 2021	CS241-Lec18-Q02	Computer Science	CS	241	System Programming	AL1
533db1aa-ad5e-40dd-b819-8b989c89b1f6	525be7b4-9d7c-4d9d-8530-6b670362e986	illinois.edu	Fall 2021	CS241-Lec18-Q02	Computer Science	CS	241	System Programming	AL1
d4eaea6f-874c-4acc-a000-07cdfb9fa35b	525be7b4-9d7c-4d9d-8530-6b670362e986	illinois.edu	Fall 2021	CS241-Lec18-Q02	Computer Science	CS	241	System Programming	AL1
fa389ce6-5fa6-4288-b2a2-949e66af677a	525be7b4-9d7c-4d9d-8530-6b670362e986	illinois.edu	Fall 2021	CS241-Lec18-Q02	Computer Science	CS	241	System Programming	AL1
007a4c69-a949-4550-b450-ecb4cd7a8b1e	517cb8d8-1e5c-46e5-ac82-a7599aacb49e	illinois.edu	Fall 2021	CS241-Lec18-Q03	Computer Science	CS	241	System Programming	AL1
4b6d666b-fca7-4bd2-acbb-d0282775e7e3	517cb8d8-1e5c-46e5-ac82-a7599aacb49e	illinois.edu	Fall 2021	CS241-Lec18-Q03	Computer Science	CS	241	System Programming	AL1
51bd4538-1603-4887-9119-acab2981cdb0	517cb8d8-1e5c-46e5-ac82-a7599aacb49e	illinois.edu	Fall 2021	CS241-Lec18-Q03	Computer Science	CS	241	System Programming	AL1
7b9e9182-21d5-4a94-a006-662ff2f3f658	517cb8d8-1e5c-46e5-ac82-a7599aacb49e	illinois.edu	Fall 2021	CS241-Lec18-Q03	Computer Science	CS	241	System Programming	AL1
81ae908c-ac72-4758-8729-3d49b75a3f84	517cb8d8-1e5c-46e5-ac82-a7599aacb49e	illinois.edu	Fall 2021	CS241-Lec18-Q03	Computer Science	CS	241	System Programming	AL1
e6d726b5-ac20-49cd-86ee-54c57d8a02ef	517cb8d8-1e5c-46e5-ac82-a7599aacb49e	illinois.edu	Fall 2021	CS241-Lec18-Q03	Computer Science	CS	241	System Programming	AL1
13ca4430-73f8-429a-b935-c642a8be526e	95028285-9c38-4025-b99c-61532347a114	illinois.edu	Fall 2021	CS241-Lec18-Q04	Computer Science	CS	241	System Programming	AL1
464ec873-5295-4e24-ba38-0de8769d3b93	95028285-9c38-4025-b99c-61532347a114	illinois.edu	Fall 2021	CS241-Lec18-Q04	Computer Science	CS	241	System Programming	AL1
7ce0a6b6-f6c0-4bf6-b5db-41b0e7722e45	95028285-9c38-4025-b99c-61532347a114	illinois.edu	Fall 2021	CS241-Lec18-Q04	Computer Science	CS	241	System Programming	AL1
b12930ec-7b7e-40a2-9b5b-90a3981749b7	95028285-9c38-4025-b99c-61532347a114	illinois.edu	Fall 2021	CS241-Lec18-Q04	Computer Science	CS	241	System Programming	AL1
bca4138d-decb-4cf7-bb3b-824b64a42f48	95028285-9c38-4025-b99c-61532347a114	illinois.edu	Fall 2021	CS241-Lec18-Q04	Computer Science	CS	241	System Programming	AL1
e2b089b4-cdda-471e-9a62-2743721c23f8	95028285-9c38-4025-b99c-61532347a114	illinois.edu	Fall 2021	CS241-Lec18-Q04	Computer Science	CS	241	System Programming	AL1
63aafada-b118-41b8-a266-44bcb09d9eca	e5d3adb9-29b4-4865-ba4e-e020f3879d95	illinois.edu	Fall 2021	CS241-Lec18-Q05	Computer Science	CS	241	System Programming	AL1
66f7d2a0-017d-4176-a5b6-a307cc73a392	e5d3adb9-29b4-4865-ba4e-e020f3879d95	illinois.edu	Fall 2021	CS241-Lec18-Q05	Computer Science	CS	241	System Programming	AL1
ae276754-6e15-40ee-81f0-29994714b47a	e5d3adb9-29b4-4865-ba4e-e020f3879d95	illinois.edu	Fall 2021	CS241-Lec18-Q05	Computer Science	CS	241	System Programming	AL1
b933e096-b63b-4b20-8715-01984d323c7d	e5d3adb9-29b4-4865-ba4e-e020f3879d95	illinois.edu	Fall 2021	CS241-Lec18-Q05	Computer Science	CS	241	System Programming	AL1
bddf8fc1-9916-4a07-9b3c-a5e00e0c780e	e5d3adb9-29b4-4865-ba4e-e020f3879d95	illinois.edu	Fall 2021	CS241-Lec18-Q05	Computer Science	CS	241	System Programming	AL1
fe9fc313-44a9-4bd8-9b72-c6ae61dd1f87	e5d3adb9-29b4-4865-ba4e-e020f3879d95	illinois.edu	Fall 2021	CS241-Lec18-Q05	Computer Science	CS	241	System Programming	AL1
2b24ffa8-c092-48c4-af51-3e0e88ff8792	3f0785e2-61a6-46c7-b502-4100795c1603	illinois.edu	Fall 2021	CS241-Lec18-Q06	Computer Science	CS	241	System Programming	AL1
a1ef4c45-f42c-44c7-9792-60bae135ff0e	3f0785e2-61a6-46c7-b502-4100795c1603	illinois.edu	Fall 2021	CS241-Lec18-Q06	Computer Science	CS	241	System Programming	AL1
b8ce533a-7b9e-4642-a7b3-a69cb4a5fa50	3f0785e2-61a6-46c7-b502-4100795c1603	illinois.edu	Fall 2021	CS241-Lec18-Q06	Computer Science	CS	241	System Programming	AL1
d66b6d30-efd2-4f1e-976b-f89adad7606b	3f0785e2-61a6-46c7-b502-4100795c1603	illinois.edu	Fall 2021	CS241-Lec18-Q06	Computer Science	CS	241	System Programming	AL1
e1d6897e-2542-433c-804f-21a23a9bd0ee	3f0785e2-61a6-46c7-b502-4100795c1603	illinois.edu	Fall 2021	CS241-Lec18-Q06	Computer Science	CS	241	System Programming	AL1
e50d3496-12be-490f-aada-1211850d9275	3f0785e2-61a6-46c7-b502-4100795c1603	illinois.edu	Fall 2021	CS241-Lec18-Q06	Computer Science	CS	241	System Programming	AL1
5c6032d9-cc7d-468f-82d9-4054bf6258ab	1039e11c-fcef-4c06-94f6-27899230d355	illinois.edu	Fall 2021	CS241-Lec18-Q07	Computer Science	CS	241	System Programming	AL1
60c022f8-fbe7-4352-af15-1d79900fe47d	1039e11c-fcef-4c06-94f6-27899230d355	illinois.edu	Fall 2021	CS241-Lec18-Q07	Computer Science	CS	241	System Programming	AL1
a950d0f1-5cbe-4edc-a4ec-00bfb430ebf7	1039e11c-fcef-4c06-94f6-27899230d355	illinois.edu	Fall 2021	CS241-Lec18-Q07	Computer Science	CS	241	System Programming	AL1
b282e0a2-24d6-4f85-99a7-d46f46001da0	1039e11c-fcef-4c06-94f6-27899230d355	illinois.edu	Fall 2021	CS241-Lec18-Q07	Computer Science	CS	241	System Programming	AL1
cda34792-dd81-441d-ab48-6b014e963705	1039e11c-fcef-4c06-94f6-27899230d355	illinois.edu	Fall 2021	CS241-Lec18-Q07	Computer Science	CS	241	System Programming	AL1
e6673142-ddc0-4de0-9189-7ab7ff574592	1039e11c-fcef-4c06-94f6-27899230d355	illinois.edu	Fall 2021	CS241-Lec18-Q07	Computer Science	CS	241	System Programming	AL1
2cfefc6a-33cd-4ed1-8b07-a9aacbed4aca	41ad88a0-12ba-4bd0-8040-fb153353546c	illinois.edu	Fall 2021	CS241-Lec18-Q08	Computer Science	CS	241	System Programming	AL1
3fcd1ead-204a-435e-964e-3d6f114094cf	41ad88a0-12ba-4bd0-8040-fb153353546c	illinois.edu	Fall 2021	CS241-Lec18-Q08	Computer Science	CS	241	System Programming	AL1
6a482bf4-3186-4e81-811a-6fc57fb2e1c8	41ad88a0-12ba-4bd0-8040-fb153353546c	illinois.edu	Fall 2021	CS241-Lec18-Q08	Computer Science	CS	241	System Programming	AL1
85d45a28-b75b-426f-8302-e574ed2ad56d	41ad88a0-12ba-4bd0-8040-fb153353546c	illinois.edu	Fall 2021	CS241-Lec18-Q08	Computer Science	CS	241	System Programming	AL1
b9c4a242-9601-490f-a947-694fb1468373	41ad88a0-12ba-4bd0-8040-fb153353546c	illinois.edu	Fall 2021	CS241-Lec18-Q08	Computer Science	CS	241	System Programming	AL1
b9dca3ea-014a-4a7e-b030-79225014bff5	41ad88a0-12ba-4bd0-8040-fb153353546c	illinois.edu	Fall 2021	CS241-Lec18-Q08	Computer Science	CS	241	System Programming	AL1
0e632880-1c9f-491d-b02d-a61aa58f2639	73ddf732-f79d-4de8-99e3-81bcfc70231c	illinois.edu	Fall 2021	CS241-Lec18-Q09	Computer Science	CS	241	System Programming	AL1
3d097b53-7a1a-4168-898b-f48948a097a3	73ddf732-f79d-4de8-99e3-81bcfc70231c	illinois.edu	Fall 2021	CS241-Lec18-Q09	Computer Science	CS	241	System Programming	AL1
869a87bd-23a5-4e2e-a132-42633c1d95f1	73ddf732-f79d-4de8-99e3-81bcfc70231c	illinois.edu	Fall 2021	CS241-Lec18-Q09	Computer Science	CS	241	System Programming	AL1
940be839-456a-4617-9be5-6f3d3049318a	73ddf732-f79d-4de8-99e3-81bcfc70231c	illinois.edu	Fall 2021	CS241-Lec18-Q09	Computer Science	CS	241	System Programming	AL1
99e2767f-fb5b-4208-b817-5fe0ebedf602	73ddf732-f79d-4de8-99e3-81bcfc70231c	illinois.edu	Fall 2021	CS241-Lec18-Q09	Computer Science	CS	241	System Programming	AL1
cdcd17a6-ed63-44bc-be0a-7b6e22b8086c	73ddf732-f79d-4de8-99e3-81bcfc70231c	illinois.edu	Fall 2021	CS241-Lec18-Q09	Computer Science	CS	241	System Programming	AL1
4cdc54a1-22f0-4dcc-b071-570ac31d7e39	5e45c247-33f7-4cb4-9dfd-a5907faff648	illinois.edu	Fall 2021	CS241-Lec19-Q01	Computer Science	CS	241	System Programming	AL1
b7f1de1e-a1ea-4bb5-9459-de401bd7f1ab	ee4280e5-f868-4704-b9fa-17edb7b6550f	illinois.edu	Fall 2021	CS241-Lec19-Q02	Computer Science	CS	241	System Programming	AL1
0c22ed5a-99c0-4ba5-9ac9-c56c5e3911ca	515056c7-9761-4c35-8a5b-96fb197a3647	illinois.edu	Fall 2021	CS241-Lec19-Q03	Computer Science	CS	241	System Programming	AL1
ec98de0c-eb65-40d6-8b08-a77fdf9433ff	515056c7-9761-4c35-8a5b-96fb197a3647	illinois.edu	Fall 2021	CS241-Lec19-Q03	Computer Science	CS	241	System Programming	AL1
8407548d-d06c-4cbe-a5c3-2f290c519b7c	63e71a5d-7be8-460c-89ca-cbf6e74c05b7	illinois.edu	Fall 2021	CS241-Lec19-Q04	Computer Science	CS	241	System Programming	AL1
d85db9e1-4ca5-45e6-ba54-30a167e704a7	63e71a5d-7be8-460c-89ca-cbf6e74c05b7	illinois.edu	Fall 2021	CS241-Lec19-Q04	Computer Science	CS	241	System Programming	AL1
7fdcfa9d-8d8a-4615-9be7-3c2492321893	dbb8e662-a66f-4536-a816-52ca51b6fa98	illinois.edu	Fall 2021	CS241-Lec19-Q05	Computer Science	CS	241	System Programming	AL1
bfc28ac1-7f97-42f4-ae46-fb91930b68f6	dbb8e662-a66f-4536-a816-52ca51b6fa98	illinois.edu	Fall 2021	CS241-Lec19-Q05	Computer Science	CS	241	System Programming	AL1
214ce85d-efea-4e30-9831-390614fc2683	fef9369d-5a7b-427b-961f-3de7757d9fad	illinois.edu	Fall 2021	CS241-Lec19-Q06	Computer Science	CS	241	System Programming	AL1
c5cd547f-21f5-4bdb-a591-0c1b62714480	fef9369d-5a7b-427b-961f-3de7757d9fad	illinois.edu	Fall 2021	CS241-Lec19-Q06	Computer Science	CS	241	System Programming	AL1
1eb0f7e3-89d3-453d-bfbc-accad12de44e	e3b8d4ce-9b86-4a98-a834-be45352ae3ac	illinois.edu	Fall 2021	CS241-Lec19-Q07	Computer Science	CS	241	System Programming	AL1
ed00603b-fac1-48ab-b92a-fd5c13b54e79	e3b8d4ce-9b86-4a98-a834-be45352ae3ac	illinois.edu	Fall 2021	CS241-Lec19-Q07	Computer Science	CS	241	System Programming	AL1
1b746b25-23e0-4c94-9d7c-de89b9b30c5a	5e5b8949-2435-4c15-8d6f-7619a4ed33f1	illinois.edu	Fall 2021	CS241-Lec19-Q08	Computer Science	CS	241	System Programming	AL1
ecbcb30c-3c7e-4d14-b443-7fe6e775c690	5e5b8949-2435-4c15-8d6f-7619a4ed33f1	illinois.edu	Fall 2021	CS241-Lec19-Q08	Computer Science	CS	241	System Programming	AL1
57935b87-3626-4a44-93bd-a923f9a0ba9d	62598b12-fb04-4223-aafd-dfa8416e63e0	illinois.edu	Fall 2021	CS241-Lec20-Q01	Computer Science	CS	241	System Programming	AL1
72f91574-339a-40e1-9278-a3dc18f62a35	62598b12-fb04-4223-aafd-dfa8416e63e0	illinois.edu	Fall 2021	CS241-Lec20-Q01	Computer Science	CS	241	System Programming	AL1
9a9a10a2-6a75-46c5-b677-38e5d3684981	62598b12-fb04-4223-aafd-dfa8416e63e0	illinois.edu	Fall 2021	CS241-Lec20-Q01	Computer Science	CS	241	System Programming	AL1
f54b05e1-9f81-4fe4-a600-991b1977d3fc	62598b12-fb04-4223-aafd-dfa8416e63e0	illinois.edu	Fall 2021	CS241-Lec20-Q01	Computer Science	CS	241	System Programming	AL1
34a28852-0928-4275-9d51-ae6393b84ed4	ce3ec985-5690-49aa-bedb-2e0791fa5847	illinois.edu	Fall 2021	CS241-Lec20-Q02	Computer Science	CS	241	System Programming	AL1
7212d1df-f0f0-4ef8-be7d-4a35e15cb0ea	ce3ec985-5690-49aa-bedb-2e0791fa5847	illinois.edu	Fall 2021	CS241-Lec20-Q02	Computer Science	CS	241	System Programming	AL1
bc384770-37f0-499c-a4f0-ed93d34f9f48	ce3ec985-5690-49aa-bedb-2e0791fa5847	illinois.edu	Fall 2021	CS241-Lec20-Q02	Computer Science	CS	241	System Programming	AL1
f1484582-bb7b-4fc5-b487-9826ef161b6a	ce3ec985-5690-49aa-bedb-2e0791fa5847	illinois.edu	Fall 2021	CS241-Lec20-Q02	Computer Science	CS	241	System Programming	AL1
1440787d-bb97-4558-b85b-8aa384d86ede	13acaf62-e6e6-4d97-91da-24cce943504b	illinois.edu	Fall 2021	CS241-Lec20-Q03	Computer Science	CS	241	System Programming	AL1
84be7473-dcd6-496d-9ec9-c463acb081d2	13acaf62-e6e6-4d97-91da-24cce943504b	illinois.edu	Fall 2021	CS241-Lec20-Q03	Computer Science	CS	241	System Programming	AL1
8f1b71ff-82be-442b-835a-49c8714f9776	13acaf62-e6e6-4d97-91da-24cce943504b	illinois.edu	Fall 2021	CS241-Lec20-Q03	Computer Science	CS	241	System Programming	AL1
c62f6568-fa2b-4be3-9e27-5e119359489e	13acaf62-e6e6-4d97-91da-24cce943504b	illinois.edu	Fall 2021	CS241-Lec20-Q03	Computer Science	CS	241	System Programming	AL1
714fd6aa-ef81-4bbb-bc38-fac32ba091c6	4ecf5383-deaa-4de6-9819-f507c45d1250	illinois.edu	Fall 2021	CS241-Lec20-Q04	Computer Science	CS	241	System Programming	AL1
bb917c62-2926-49c7-9cb2-6567c8da0085	4ecf5383-deaa-4de6-9819-f507c45d1250	illinois.edu	Fall 2021	CS241-Lec20-Q04	Computer Science	CS	241	System Programming	AL1
bcb74205-dd9f-405a-8d14-582a63d4940e	4ecf5383-deaa-4de6-9819-f507c45d1250	illinois.edu	Fall 2021	CS241-Lec20-Q04	Computer Science	CS	241	System Programming	AL1
bf7b7021-8fb4-477e-a8db-45af086abc3a	4ecf5383-deaa-4de6-9819-f507c45d1250	illinois.edu	Fall 2021	CS241-Lec20-Q04	Computer Science	CS	241	System Programming	AL1
39f43910-3996-4918-b9ce-21346fb84956	8a1ca935-1fe3-4c99-8566-94fa61720306	illinois.edu	Fall 2021	CS241-Lec20-Q05	Computer Science	CS	241	System Programming	AL1
513bcd38-3d1f-455e-9de0-3a1cb12f8bf0	8a1ca935-1fe3-4c99-8566-94fa61720306	illinois.edu	Fall 2021	CS241-Lec20-Q05	Computer Science	CS	241	System Programming	AL1
87dfa0a9-a180-45ac-87e0-763c82801382	8a1ca935-1fe3-4c99-8566-94fa61720306	illinois.edu	Fall 2021	CS241-Lec20-Q05	Computer Science	CS	241	System Programming	AL1
a86a145c-b6f4-40eb-9ae9-1db34396ab40	8a1ca935-1fe3-4c99-8566-94fa61720306	illinois.edu	Fall 2021	CS241-Lec20-Q05	Computer Science	CS	241	System Programming	AL1
41b0a81d-3653-466e-87dd-0eda65d6af2e	e7ce138d-a863-43d9-9c02-056f886b11cc	illinois.edu	Fall 2021	CS241-Lec20-Q06	Computer Science	CS	241	System Programming	AL1
cf5d9720-0b4e-41ed-bc1a-06b98ec83aa1	e7ce138d-a863-43d9-9c02-056f886b11cc	illinois.edu	Fall 2021	CS241-Lec20-Q06	Computer Science	CS	241	System Programming	AL1
fb482e5d-549b-40da-8840-670b19cbc865	e7ce138d-a863-43d9-9c02-056f886b11cc	illinois.edu	Fall 2021	CS241-Lec20-Q06	Computer Science	CS	241	System Programming	AL1
60132500-ca65-443c-a48b-78c3732e652a	d47e21be-252e-4609-9bd7-1e2f50a45794	illinois.edu	Fall 2021	CS241-Lec20-Q07	Computer Science	CS	241	System Programming	AL1
6edb53ee-a4a5-45f0-ac64-fcf9b4cbf53f	d47e21be-252e-4609-9bd7-1e2f50a45794	illinois.edu	Fall 2021	CS241-Lec20-Q07	Computer Science	CS	241	System Programming	AL1
